"dataset"	"matrix_name"	"model_code"	"prefix"	"best_model"	"estimated_rates"	"estimated_gamma"	"estimated_state_frequencies"	"constraint_tree_hypothesis"	"constraint_tree_number"	"constraint_tree_id"	"constraint_tree_paths"	"hypothesis_tree_prefixes"	"alignment_path"	"iqtree_path"	"constraint_trees"	"num_threads"	"partitioned"	"partition_file"	"model_mrate"	"num_bootstraps"
"Dunn2008"	"Dunn2008_FixedNames"	"PMSF_C60"	"Dunn2008.Dunn2008_FixedNames.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Dunn2008.Dunn2008_FixedNames.PMSF_C60.ssfp.sitefreq"	"0.2770,0.0709,0.2693,0.4203,0.2641,1.2194,0.1896,2.8750"	NA	"State frequencies from model"	"(Ctenophora+Porifera)-sister"	3	"Dunn2008.Dunn2008_FixedNames.PMSF_C60.ML_C3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Dunn2008.Dunn2008_FixedNames.constraint_tree_3.nex"	"Dunn2008.Dunn2008_FixedNames.PMSF_C60.ML_H3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Dunn2008.Dunn2008_FixedNames.aa.alignment.fasta"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Monosiga_ovata, Capsaspora_owczarzaki, Sphaeroforma_arctica, Saccharomyces_cerevisiae, Cryptococcus_neoformans, Amoebidium_parasiticum), (((Mertensiid_sp, Mnemiopsis_leidyi), Oscarella_carmela), (Acropora_millepora, Nematostella_vectensis, Cyanea_capillata, Hydra_magnipapillata, Hydractinia_echinata, Acanthoscurria_gomesiana, Anoplodactylus_eroticus, Aplysia_californica, Argopecten_irradians, Asterina_pectinifera, Biomphalaria_glabrata, Boophilus_microplus, Branchiostoma_floridae, Capitella_sp, Carcinoscorpius_rotundicauda, Carcinus_maenas, Carinoma_mutabilis, Cerebratulus_lacteus, Chaetoderma_nitidulum, Chaetopleura_apiculata, Chaetopterus_variopedatus, Ciona_intestinalis, Crassostrea_virginica, Daphnia_magna, Drosophila_melanogaster, Dugesia_japonica, Echinococcus_granulosus, Echinoderes_horni, Euperipatoides_kanangrensis, Euprymna_scolopes, Fenneropenaeus_chinensis, Gallus_gallus, Haementeria_depressa, Homo_sapiens, Hypsibius_dujardini, Lumbricus_rubellus, Macrostomum_lignano, Mytilus_galloprovincialis, Paraplanocera_oligoglena, Phoronis_vancouverensis, Platynereis_dumerilii, Priapulus_caudatus, Ptychodera_flava, Richtersius_coronifer, Saccoglossus_kowalevskii, Schmidtea_mediterranea, Scutigera_coleoptrata, Spinochordodes_tellinii, Strongylocentrotus_purpuratus, Terebratalia_transversa, Themiste_lageniformis, Trichinella_spiralis, Urechis_caupo, Xenoturbella_bocki, Xiphinema_index)));"	3	FALSE	NA	NA	1000
"Laumer2018"	"Tplx_phylo_d1"	"PMSF_C60"	"Laumer2018.Tplx_phylo_d1.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Laumer2018.Tplx_phylo_d1.PMSF_C60.ssfp.sitefreq"	"0.2532,0.0697,0.2644,0.4479,0.2870,1.2201,0.1954,2.6289"	NA	"State frequencies from model"	"Ctenophora-sister"	1	"Laumer2018.Tplx_phylo_d1.PMSF_C60.ML_C1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Laumer2018.Tplx_phylo_d1.constraint_tree_1.nex"	"Laumer2018.Tplx_phylo_d1.PMSF_C60.ML_H1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((OUTC_Aspc, OUTC_Chol, OUTC_Dcos, OUTC_Mbre, OUTC_Sdol, OUTC_Smac, OUTC_Sros), ((CTEN_Baby, CTEN_Cmet, CTEN_Edun, CTEN_Mlei, CTEN_Pbac, CTEN_Vmul), ((PORI_Aque, PORI_Ccan, PORI_Ccor, PORI_Cele, PORI_Cnuc, PORI_Cvar, PORI_Easp, PORI_Ifas, PORI_Lcom, PORI_Ocar, PORI_Pfic, PORI_Scil, PORI_Scoa, PORI_Slac, PORI_Snux), (CNID_Aala, CNID_Adig, CNID_Aplm, CNID_Atet, CNID_Csow, CNID_Epal, CNID_Gven, CNID_Hvul, CNID_Lcmp, CNID_Ltet, CNID_Nvec, CNID_Pnct, CNID_Smel, ECHI_Spur, CRAN_Mmus, PRIA_Pcau, TARD_Rvar, NEMA_Ppac, ARTH_Dmel, PLAT_Sman, MOLL_Cgig, BRAC_Lana, ANNE_Ctel, XENO_XbJC, NEMO_Nemw, ACOE_Isop, MICR_Limn))));"	3	FALSE	NA	NA	1000
"Laumer2018"	"Tplx_phylo_d1"	"PMSF_C60"	"Laumer2018.Tplx_phylo_d1.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Laumer2018.Tplx_phylo_d1.PMSF_C60.ssfp.sitefreq"	"0.2532,0.0697,0.2644,0.4479,0.2870,1.2201,0.1954,2.6289"	NA	"State frequencies from model"	"Porifera-sister"	2	"Laumer2018.Tplx_phylo_d1.PMSF_C60.ML_C2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Laumer2018.Tplx_phylo_d1.constraint_tree_2.nex"	"Laumer2018.Tplx_phylo_d1.PMSF_C60.ML_H2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((OUTC_Aspc, OUTC_Chol, OUTC_Dcos, OUTC_Mbre, OUTC_Sdol, OUTC_Smac, OUTC_Sros), ((PORI_Aque, PORI_Ccan, PORI_Ccor, PORI_Cele, PORI_Cnuc, PORI_Cvar, PORI_Easp, PORI_Ifas, PORI_Lcom, PORI_Ocar, PORI_Pfic, PORI_Scil, PORI_Scoa, PORI_Slac, PORI_Snux), ((CTEN_Baby, CTEN_Cmet, CTEN_Edun, CTEN_Mlei, CTEN_Pbac, CTEN_Vmul), (CNID_Aala, CNID_Adig, CNID_Aplm, CNID_Atet, CNID_Csow, CNID_Epal, CNID_Gven, CNID_Hvul, CNID_Lcmp, CNID_Ltet, CNID_Nvec, CNID_Pnct, CNID_Smel, ECHI_Spur, CRAN_Mmus, PRIA_Pcau, TARD_Rvar, NEMA_Ppac, ARTH_Dmel, PLAT_Sman, MOLL_Cgig, BRAC_Lana, ANNE_Ctel, XENO_XbJC, NEMO_Nemw, ACOE_Isop, MICR_Limn))));"	3	FALSE	NA	NA	1000
"Laumer2018"	"Tplx_phylo_d1"	"PMSF_C60"	"Laumer2018.Tplx_phylo_d1.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Laumer2018.Tplx_phylo_d1.PMSF_C60.ssfp.sitefreq"	"0.2532,0.0697,0.2644,0.4479,0.2870,1.2201,0.1954,2.6289"	NA	"State frequencies from model"	"(Ctenophora+Porifera)-sister"	3	"Laumer2018.Tplx_phylo_d1.PMSF_C60.ML_C3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Laumer2018.Tplx_phylo_d1.constraint_tree_3.nex"	"Laumer2018.Tplx_phylo_d1.PMSF_C60.ML_H3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((OUTC_Aspc, OUTC_Chol, OUTC_Dcos, OUTC_Mbre, OUTC_Sdol, OUTC_Smac, OUTC_Sros), (((CTEN_Baby, CTEN_Cmet, CTEN_Edun, CTEN_Mlei, CTEN_Pbac, CTEN_Vmul), (PORI_Aque, PORI_Ccan, PORI_Ccor, PORI_Cele, PORI_Cnuc, PORI_Cvar, PORI_Easp, PORI_Ifas, PORI_Lcom, PORI_Ocar, PORI_Pfic, PORI_Scil, PORI_Scoa, PORI_Slac, PORI_Snux)), (CNID_Aala, CNID_Adig, CNID_Aplm, CNID_Atet, CNID_Csow, CNID_Epal, CNID_Gven, CNID_Hvul, CNID_Lcmp, CNID_Ltet, CNID_Nvec, CNID_Pnct, CNID_Smel, ECHI_Spur, CRAN_Mmus, PRIA_Pcau, TARD_Rvar, NEMA_Ppac, ARTH_Dmel, PLAT_Sman, MOLL_Cgig, BRAC_Lana, ANNE_Ctel, XENO_XbJC, NEMO_Nemw, ACOE_Isop, MICR_Limn)));"	3	FALSE	NA	NA	1000
"Laumer2018"	"Tplx_phylo_d1"	"PMSF_C60"	"Laumer2018.Tplx_phylo_d1.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Laumer2018.Tplx_phylo_d1.PMSF_C60.ssfp.sitefreq"	"0.2532,0.0697,0.2644,0.4479,0.2870,1.2201,0.1954,2.6289"	NA	"State frequencies from model"	"Ctenophora-sister (Paraphyletic sponges)"	4	"Laumer2018.Tplx_phylo_d1.PMSF_C60.ML_C4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Laumer2018.Tplx_phylo_d1.constraint_tree_4.nex"	"Laumer2018.Tplx_phylo_d1.PMSF_C60.ML_H4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((OUTC_Aspc, OUTC_Chol, OUTC_Dcos, OUTC_Mbre, OUTC_Sdol, OUTC_Smac, OUTC_Sros), ((CTEN_Baby, CTEN_Cmet, CTEN_Edun, CTEN_Mlei, CTEN_Pbac, CTEN_Vmul), ((PORI_Scoa, PORI_Scil, PORI_Lcom, PORI_Ccor, PORI_Ccan, PORI_Ocar), ((PORI_Snux, PORI_Easp, PORI_Cele, PORI_Cvar, PORI_Slac, PORI_Aque, PORI_Pfic, PORI_Ifas, PORI_Cnuc), (CNID_Aala, CNID_Adig, CNID_Aplm, CNID_Atet, CNID_Csow, CNID_Epal, CNID_Gven, CNID_Hvul, CNID_Lcmp, CNID_Ltet, CNID_Nvec, CNID_Pnct, CNID_Smel, ECHI_Spur, CRAN_Mmus, PRIA_Pcau, TARD_Rvar, NEMA_Ppac, ARTH_Dmel, PLAT_Sman, MOLL_Cgig, BRAC_Lana, ANNE_Ctel, XENO_XbJC, NEMO_Nemw, ACOE_Isop, MICR_Limn)))));"	3	FALSE	NA	NA	1000
"Laumer2018"	"Tplx_phylo_d1"	"PMSF_C60"	"Laumer2018.Tplx_phylo_d1.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Laumer2018.Tplx_phylo_d1.PMSF_C60.ssfp.sitefreq"	"0.2532,0.0697,0.2644,0.4479,0.2870,1.2201,0.1954,2.6289"	NA	"State frequencies from model"	"Porifera-sister (Paraphyletic sponges)"	5	"Laumer2018.Tplx_phylo_d1.PMSF_C60.ML_C5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Laumer2018.Tplx_phylo_d1.constraint_tree_5.nex"	"Laumer2018.Tplx_phylo_d1.PMSF_C60.ML_H5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((OUTC_Aspc, OUTC_Chol, OUTC_Dcos, OUTC_Mbre, OUTC_Sdol, OUTC_Smac, OUTC_Sros), ((PORI_Scoa, PORI_Scil, PORI_Lcom, PORI_Ccor, PORI_Ccan, PORI_Ocar), ((PORI_Snux, PORI_Easp, PORI_Cele, PORI_Cvar, PORI_Slac, PORI_Aque, PORI_Pfic, PORI_Ifas, PORI_Cnuc), ((CTEN_Baby, CTEN_Cmet, CTEN_Edun, CTEN_Mlei, CTEN_Pbac, CTEN_Vmul), (CNID_Aala, CNID_Adig, CNID_Aplm, CNID_Atet, CNID_Csow, CNID_Epal, CNID_Gven, CNID_Hvul, CNID_Lcmp, CNID_Ltet, CNID_Nvec, CNID_Pnct, CNID_Smel, ECHI_Spur, CRAN_Mmus, PRIA_Pcau, TARD_Rvar, NEMA_Ppac, ARTH_Dmel, PLAT_Sman, MOLL_Cgig, BRAC_Lana, ANNE_Ctel, XENO_XbJC, NEMO_Nemw, ACOE_Isop, MICR_Limn)))));"	3	FALSE	NA	NA	1000
"Laumer2019"	"nonbilateria_MARE_BMGE"	"PMSF_C60"	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ssfp.sitefreq"	"0.2671,0.0631,0.2884,0.4474,0.2788,1.3025,0.1657,2.9630"	NA	"State frequencies from model"	"Ctenophora-sister"	1	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ML_C1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Laumer2019.nonbilateria_MARE_BMGE.constraint_tree_1.nex"	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ML_H1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2019.nonbilateria_MARE_BMGE.aa.alignment.phylip"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((OUTC_Mbre, OUTC_Sros, OUTF_Amac, OUTF_Foxy, OUTF_Mver, OUTF_Rall, OUTF_Rsol, OUTF_Spun, OUTI_Apar, OUTI_Cowc, OUTI_Falb, OUTI_Mvar, OUTI_Sart, OUTI_Ttra), ((CTEN_Baby, CTEN_Edun, CTEN_Mlei, CTEN_Pbac, CTEN_Vmul), ((PORI_Aque, PORI_Avas, PORI_Ccan, PORI_Ccla, PORI_Cele, PORI_Cnuc, PORI_Cvar, PORI_Ifas, PORI_Ocar, PORI_Pfic, PORI_Psub, PORI_Scil, PORI_Scoa, PORI_Slac), (CNID_Adig, CNID_Atet, CNID_Csow, CNID_Gven, CNID_Hvul, CNID_Nvec, CNID_Phyd, CNID_Smel, ANNE_Ctel, BRAC_Ttvs, CEPH_Bflo, CRAN_Mmus, ECHI_Spur, MOLL_Lott, ONYC_Peri, PRIA_Pcau, XENO_XbJC))));"	3	FALSE	NA	NA	1000
"Laumer2019"	"nonbilateria_MARE_BMGE"	"PMSF_C60"	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ssfp.sitefreq"	"0.2671,0.0631,0.2884,0.4474,0.2788,1.3025,0.1657,2.9630"	NA	"State frequencies from model"	"Porifera-sister"	2	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ML_C2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Laumer2019.nonbilateria_MARE_BMGE.constraint_tree_2.nex"	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ML_H2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2019.nonbilateria_MARE_BMGE.aa.alignment.phylip"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((OUTC_Mbre, OUTC_Sros, OUTF_Amac, OUTF_Foxy, OUTF_Mver, OUTF_Rall, OUTF_Rsol, OUTF_Spun, OUTI_Apar, OUTI_Cowc, OUTI_Falb, OUTI_Mvar, OUTI_Sart, OUTI_Ttra), ((PORI_Aque, PORI_Avas, PORI_Ccan, PORI_Ccla, PORI_Cele, PORI_Cnuc, PORI_Cvar, PORI_Ifas, PORI_Ocar, PORI_Pfic, PORI_Psub, PORI_Scil, PORI_Scoa, PORI_Slac), ((CTEN_Baby, CTEN_Edun, CTEN_Mlei, CTEN_Pbac, CTEN_Vmul), (CNID_Adig, CNID_Atet, CNID_Csow, CNID_Gven, CNID_Hvul, CNID_Nvec, CNID_Phyd, CNID_Smel, ANNE_Ctel, BRAC_Ttvs, CEPH_Bflo, CRAN_Mmus, ECHI_Spur, MOLL_Lott, ONYC_Peri, PRIA_Pcau, XENO_XbJC))));"	3	FALSE	NA	NA	1000
"Laumer2019"	"nonbilateria_MARE_BMGE"	"PMSF_C60"	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ssfp.sitefreq"	"0.2671,0.0631,0.2884,0.4474,0.2788,1.3025,0.1657,2.9630"	NA	"State frequencies from model"	"(Ctenophora+Porifera)-sister"	3	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ML_C3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Laumer2019.nonbilateria_MARE_BMGE.constraint_tree_3.nex"	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ML_H3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2019.nonbilateria_MARE_BMGE.aa.alignment.phylip"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((OUTC_Mbre, OUTC_Sros, OUTF_Amac, OUTF_Foxy, OUTF_Mver, OUTF_Rall, OUTF_Rsol, OUTF_Spun, OUTI_Apar, OUTI_Cowc, OUTI_Falb, OUTI_Mvar, OUTI_Sart, OUTI_Ttra), (((CTEN_Baby, CTEN_Edun, CTEN_Mlei, CTEN_Pbac, CTEN_Vmul), (PORI_Aque, PORI_Avas, PORI_Ccan, PORI_Ccla, PORI_Cele, PORI_Cnuc, PORI_Cvar, PORI_Ifas, PORI_Ocar, PORI_Pfic, PORI_Psub, PORI_Scil, PORI_Scoa, PORI_Slac)), (CNID_Adig, CNID_Atet, CNID_Csow, CNID_Gven, CNID_Hvul, CNID_Nvec, CNID_Phyd, CNID_Smel, ANNE_Ctel, BRAC_Ttvs, CEPH_Bflo, CRAN_Mmus, ECHI_Spur, MOLL_Lott, ONYC_Peri, PRIA_Pcau, XENO_XbJC)));"	3	FALSE	NA	NA	1000
"Laumer2019"	"nonbilateria_MARE_BMGE"	"PMSF_C60"	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ssfp.sitefreq"	"0.2671,0.0631,0.2884,0.4474,0.2788,1.3025,0.1657,2.9630"	NA	"State frequencies from model"	"Ctenophora-sister (Paraphyletic sponges)"	4	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ML_C4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Laumer2019.nonbilateria_MARE_BMGE.constraint_tree_4.nex"	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ML_H4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2019.nonbilateria_MARE_BMGE.aa.alignment.phylip"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((OUTC_Mbre, OUTC_Sros, OUTF_Amac, OUTF_Foxy, OUTF_Mver, OUTF_Rall, OUTF_Rsol, OUTF_Spun, OUTI_Apar, OUTI_Cowc, OUTI_Falb, OUTI_Mvar, OUTI_Sart, OUTI_Ttra), ((CTEN_Baby, CTEN_Edun, CTEN_Mlei, CTEN_Pbac, CTEN_Vmul), ((PORI_Scil, PORI_Scoa, PORI_Ccla, PORI_Ccan, PORI_Ocar), ((PORI_Avas, PORI_Aque, PORI_Cele, PORI_Cnuc, PORI_Cvar, PORI_Ifas, PORI_Pfic, PORI_Slac, PORI_Psub), (CNID_Adig, CNID_Atet, CNID_Csow, CNID_Gven, CNID_Hvul, CNID_Nvec, CNID_Phyd, CNID_Smel, ANNE_Ctel, BRAC_Ttvs, CEPH_Bflo, CRAN_Mmus, ECHI_Spur, MOLL_Lott, ONYC_Peri, PRIA_Pcau, XENO_XbJC)))));"	3	FALSE	NA	NA	1000
"Laumer2019"	"nonbilateria_MARE_BMGE"	"PMSF_C60"	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ssfp.sitefreq"	"0.2671,0.0631,0.2884,0.4474,0.2788,1.3025,0.1657,2.9630"	NA	"State frequencies from model"	"Porifera-sister (Paraphyletic sponges)"	5	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ML_C5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Laumer2019.nonbilateria_MARE_BMGE.constraint_tree_5.nex"	"Laumer2019.nonbilateria_MARE_BMGE.PMSF_C60.ML_H5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2019.nonbilateria_MARE_BMGE.aa.alignment.phylip"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((OUTC_Mbre, OUTC_Sros, OUTF_Amac, OUTF_Foxy, OUTF_Mver, OUTF_Rall, OUTF_Rsol, OUTF_Spun, OUTI_Apar, OUTI_Cowc, OUTI_Falb, OUTI_Mvar, OUTI_Sart, OUTI_Ttra), ((PORI_Scil, PORI_Scoa, PORI_Ccla, PORI_Ccan, PORI_Ocar), ((PORI_Avas, PORI_Aque, PORI_Cele, PORI_Cnuc, PORI_Cvar, PORI_Ifas, PORI_Pfic, PORI_Slac, PORI_Psub), ((CTEN_Baby, CTEN_Edun, CTEN_Mlei, CTEN_Pbac, CTEN_Vmul), (CNID_Adig, CNID_Atet, CNID_Csow, CNID_Gven, CNID_Hvul, CNID_Nvec, CNID_Phyd, CNID_Smel, ANNE_Ctel, BRAC_Ttvs, CEPH_Bflo, CRAN_Mmus, ECHI_Spur, MOLL_Lott, ONYC_Peri, PRIA_Pcau, XENO_XbJC)))));"	3	FALSE	NA	NA	1000
"Moroz2014"	"ED3d"	"PMSF_C60"	"Moroz2014.ED3d.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Moroz2014.ED3d.PMSF_C60.ssfp.sitefreq"	"0.3191,0.0831,0.2800,0.4603,0.2474,1.4090,0.1535,3.2309"	NA	"State frequencies from model"	"Ctenophora-sister"	1	"Moroz2014.ED3d.PMSF_C60.ML_C1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Moroz2014.ED3d.constraint_tree_1.nex"	"Moroz2014.ED3d.PMSF_C60.ML_H1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Moroz2014.ED3d.aa.alignment.phy"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((MOVA, MBRE, SROS), ((PBAC, PPIL, MERT, BINF, COEL, EDUN, VALL, DGLA, MLEI, BCUC, PATL), ((AQUE, AVAS, CFOL, EMUE, HCAL, OMIN, OCAR, LCHA, SCOA), (AIPT, AVIR, CHEM, HVUL, NVEC, PCAR, PAST, HECH, ADIG, GVEN, BFLO, CINT, HSAP, SKOW, SPUR, ACAL, LGIG, CTEL, DPUL, DMEL, ISCA, CGIG))));"	3	FALSE	NA	NA	1000
"Moroz2014"	"ED3d"	"PMSF_C60"	"Moroz2014.ED3d.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Moroz2014.ED3d.PMSF_C60.ssfp.sitefreq"	"0.3191,0.0831,0.2800,0.4603,0.2474,1.4090,0.1535,3.2309"	NA	"State frequencies from model"	"Porifera-sister"	2	"Moroz2014.ED3d.PMSF_C60.ML_C2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Moroz2014.ED3d.constraint_tree_2.nex"	"Moroz2014.ED3d.PMSF_C60.ML_H2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Moroz2014.ED3d.aa.alignment.phy"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((MOVA, MBRE, SROS), ((AQUE, AVAS, CFOL, EMUE, HCAL, OMIN, OCAR, LCHA, SCOA), ((PBAC, PPIL, MERT, BINF, COEL, EDUN, VALL, DGLA, MLEI, BCUC, PATL), (AIPT, AVIR, CHEM, HVUL, NVEC, PCAR, PAST, HECH, ADIG, GVEN, BFLO, CINT, HSAP, SKOW, SPUR, ACAL, LGIG, CTEL, DPUL, DMEL, ISCA, CGIG))));"	3	FALSE	NA	NA	1000
"Moroz2014"	"ED3d"	"PMSF_C60"	"Moroz2014.ED3d.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Moroz2014.ED3d.PMSF_C60.ssfp.sitefreq"	"0.3191,0.0831,0.2800,0.4603,0.2474,1.4090,0.1535,3.2309"	NA	"State frequencies from model"	"(Ctenophora+Porifera)-sister"	3	"Moroz2014.ED3d.PMSF_C60.ML_C3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Moroz2014.ED3d.constraint_tree_3.nex"	"Moroz2014.ED3d.PMSF_C60.ML_H3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Moroz2014.ED3d.aa.alignment.phy"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((MOVA, MBRE, SROS), (((PBAC, PPIL, MERT, BINF, COEL, EDUN, VALL, DGLA, MLEI, BCUC, PATL), (AQUE, AVAS, CFOL, EMUE, HCAL, OMIN, OCAR, LCHA, SCOA)), (AIPT, AVIR, CHEM, HVUL, NVEC, PCAR, PAST, HECH, ADIG, GVEN, BFLO, CINT, HSAP, SKOW, SPUR, ACAL, LGIG, CTEL, DPUL, DMEL, ISCA, CGIG)));"	3	FALSE	NA	NA	1000
